Mexico,-102.552784,23.634501
Malaysia,101.975766,4.210484
Mozambique,35.529562,-18.665695
Namibia,18.49041,-22.95764
Niger,8.081666,17.607789
Nigeria,8.675277,9.081999
Nicaragua,-85.207229,12.865416
Netherlands,5.291266,52.132633
Norway,8.468946,60.472024
Nepal,84.124008,28.394857
Nauru,166.931503,-0.522778
Niue,-169.867233,-19.054445
Oman,55.923255,21.512583
Panama,-80.782127,8.537981
Peru,-75.015152,-9.189967
Philippines,121.774017,12.879721
Pakistan,69.345116,30.375321
Poland,19.145136,51.919438
Saint Pierre and Miquelon,-56.27111,46.941936
Pitcairn Islands,-127.439308,-24.703615
Puerto Rico,-66.590149,18.220833
Palestinian Territories,35.233154,31.952162
Portugal,-8.224454,39.399872
Palau,134.58252,7.51498
Paraguay,-58.443832,-23.442503
Qatar,51.183884,25.354826
R�union,55.536384,-21.115141
Romania,24.96676,45.943161
Serbia,21.005859,44.016521
Russia,105.318756,61.52401
Rwanda,29.873888,-1.940278
Saudi Arabia,45.079162,23.885942
Solomon Islands,160.156194,-9.64571
Seychelles,55.491977,-4.679574
Sudan,30.217636,12.862807
Sweden,18.643501,60.128161
Singapore,103.819836,1.352083
Saint Helena,-10.030696,-24.143474
Slovenia,14.995463,46.151241
Svalbard and Jan Mayen,23.670272,77.553604
Slovakia,19.699024,48.669026
Sierra Leone,-11.779889,8.460555
San Marino,12.457777,43.94236
Senegal,-14.452362,14.497401
Somalia,46.199616,5.152149
Suriname,-56.027783,3.919305
S�o Tom� and Pr�ncipe,6.613081,0.18636
El Salvador,-88.89653,13.794185
Syria,38.996815,34.802075
Swaziland,31.465866,-26.522503
Turks and Caicos Islands,-71.797928,21.694025
Chad,18.732207,15.454166
French Southern Territories,69.348557,-49.280366
Togo,0.824782,8.619543
Thailand,100.992541,15.870032
Tajikistan,71.276093,38.861034
Tokelau,-171.855881,-8.967363
Timor-Leste,125.727539,-8.874217
Turkmenistan,59.556278,38.969719
Tunisia,9.537499,33.886917
Tonga,-175.198242,-21.178986
Turkey,35.243322,38.963745
Trinidad and Tobago,-61.222503,10.691803
Tuvalu,177.64933,-7.109535
Taiwan,120.960515,23.69781
Tanzania,34.888822,-6.369028
Ukraine,31.16558,48.379433
Uganda,32.290275,1.373333
United States,-95.712891,37.09024
Uruguay,-55.765835,-32.522779
Uzbekistan,64.585262,41.377491
Vatican City,12.453389,41.902916
Saint Vincent and the Grenadines,-61.287228,12.984305
Venezuela,-66.58973,6.42375
British Virgin Islands,-64.639968,18.420695
U.S. Virgin Islands,-64.896335,18.335765
Vietnam,108.277199,14.058324
Vanuatu,166.959158,-15.376706
Wallis and Futuna,-177.156097,-13.768752
Samoa,-172.104629,-13.759029
Kosovo,20.902977,42.602636
Yemen,48.516388,15.552727
Mayotte,45.166244,-12.8275
South Africa,22.937506,-30.559482
Zambia,27.849332,-13.133897
Zimbabwe,29.154857,-19.015438
